EMPRESA (SIGLA);EMPRESA (NOME);EMPRESA (NACIONALIDADE);ANO;MÊS;AEROPORTO DE ORIGEM (SIGLA);AEROPORTO DE ORIGEM (NOME);AEROPORTO DE ORIGEM (UF);AEROPORTO DE ORIGEM (REGIÃO);AEROPORTO DE ORIGEM (PAÍS);AEROPORTO DE ORIGEM (CONTINENTE);AEROPORTO DE DESTINO (SIGLA);AEROPORTO DE DESTINO (NOME);AEROPORTO DE DESTINO (UF);AEROPORTO DE DESTINO (REGIÃO);AEROPORTO DE DESTINO (PAÍS);AEROPORTO DE DESTINO (CONTINENTE);NATUREZA;GRUPO DE VOO;PASSAGEIROS PAGOS;PASSAGEIROS GRÁTIS;CARGA PAGA (KG);CARGA GRÁTIS (KG);CORREIO (KG);ASK;RPK;ATK;RTK;COMBUSTÍVEL (LITROS);DISTÂNCIA VOADA (KM);DECOLAGENS;CARGA PAGA KM;CARGA GRATIS KM;CORREIO KM;ASSENTOS;PAYLOAD;HORAS VOADAS;BAGAGEM (KG)
GEC;LUFTHANSA CARGO AG;ESTRANGEIRA;2020;4;GOBD;DAKAR;;;SENEGAL;ÁFRICA;SUMU;MONTEVIDEO, MONTEVIDEO;;;URUGUAI;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;0;0;0;0;0;;;;;;;;;;;;;;0
GEC;LUFTHANSA CARGO AG;ESTRANGEIRA;2020;4;SAEZ;EZEIZA, BUENOS AIRES PROVINCE;;;ARGENTINA;AMÉRICA DO SUL;EDDF;FRANKFURT AM MAIN;;;ALEMANHA;EUROPA;INTERNACIONAL;NÃO REGULAR;0;0;0;0;0;0;0;1978980;133548;0;0;0;130858000;0;2691700;0;0;0;0
GEC;LUFTHANSA CARGO AG;ESTRANGEIRA;2020;4;SAEZ;EZEIZA, BUENOS AIRES PROVINCE;;;ARGENTINA;AMÉRICA DO SUL;EDDF;FRANKFURT AM MAIN;;;ALEMANHA;EUROPA;INTERNACIONAL;REGULAR;0;0;146149;0;4701;;;;;;;;;;;;;;0
GEC;LUFTHANSA CARGO AG;ESTRANGEIRA;2020;4;SAEZ;EZEIZA, BUENOS AIRES PROVINCE;;;ARGENTINA;AMÉRICA DO SUL;GOBD;DAKAR;;;SENEGAL;ÁFRICA;INTERNACIONAL;NÃO REGULAR;0;0;0;0;0;;;;;;;;;;;;;;0
GEC;LUFTHANSA CARGO AG;ESTRANGEIRA;2020;4;SAEZ;EZEIZA, BUENOS AIRES PROVINCE;;;ARGENTINA;AMÉRICA DO SUL;GOBD;DAKAR;;;SENEGAL;ÁFRICA;INTERNACIONAL;REGULAR;0;0;0;0;0;;;;;;;;;;;;;;0
GEC;LUFTHANSA CARGO AG;ESTRANGEIRA;2020;4;SAEZ;EZEIZA, BUENOS AIRES PROVINCE;;;ARGENTINA;AMÉRICA DO SUL;SBKP;CAMPINAS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;NÃO REGULAR;0;0;0;0;0;0;0;371865;49130;0;0;0;46115200;0;3016770;0;0;0;0
GEC;LUFTHANSA CARGO AG;ESTRANGEIRA;2020;4;SAEZ;EZEIZA, BUENOS AIRES PROVINCE;;;ARGENTINA;AMÉRICA DO SUL;SBKP;CAMPINAS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;0;0;232;0;520;0;0;1466130;331822;0;20604;12;322027000;0;9800640;0;853892;27,534;0
GEC;LUFTHANSA CARGO AG;ESTRANGEIRA;2020;4;SBCF;CONFINS;MG;SUDESTE;BRASIL;AMÉRICA DO SUL;EDDF;FRANKFURT AM MAIN;;;ALEMANHA;EUROPA;INTERNACIONAL;REGULAR;0;0;43528;0;0;;;;;;;;;;;;;;0
GEC;LUFTHANSA CARGO AG;ESTRANGEIRA;2020;4;SBCF;CONFINS;MG;SUDESTE;BRASIL;AMÉRICA DO SUL;GOBD;DAKAR;;;SENEGAL;ÁFRICA;INTERNACIONAL;REGULAR;0;0;0;0;0;0;0;435061;209674;0;4817;1;209674000;0;0;0;90318;5,967;0
GEC;LUFTHANSA CARGO AG;ESTRANGEIRA;2020;4;SBCT;SÃO JOSÉ DOS PINHAIS;PR;SUL;BRASIL;AMÉRICA DO SUL;EDDF;FRANKFURT AM MAIN;;;ALEMANHA;EUROPA;INTERNACIONAL;REGULAR;0;0;8785;0;48001;;;;;;;;;;;;;;0
GEC;LUFTHANSA CARGO AG;ESTRANGEIRA;2020;4;SBCT;SÃO JOSÉ DOS PINHAIS;PR;SUL;BRASIL;AMÉRICA DO SUL;GOBD;DAKAR;;;SENEGAL;ÁFRICA;INTERNACIONAL;REGULAR;0;0;0;0;0;;;;;;;;;;;;;;0
GEC;LUFTHANSA CARGO AG;ESTRANGEIRA;2020;4;SBCT;SÃO JOSÉ DOS PINHAIS;PR;SUL;BRASIL;AMÉRICA DO SUL;SBKP;CAMPINAS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;0;0;0;0;0;0;0;172653;19814;0;2792;8;3065960;0;16752300;0;494719;6,85;0
GEC;LUFTHANSA CARGO AG;ESTRANGEIRA;2020;4;SBCT;SÃO JOSÉ DOS PINHAIS;PR;SUL;BRASIL;AMÉRICA DO SUL;SBSG;SÃO GONÇALO DO AMARANTE;RN;NORDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;0;0;0;0;0;;;;;;;;;;;;;;0
GEC;LUFTHANSA CARGO AG;ESTRANGEIRA;2020;4;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;EDDF;FRANKFURT AM MAIN;;;ALEMANHA;EUROPA;INTERNACIONAL;NÃO REGULAR;0;0;12592;0;1757;;;;;;;;;;;;;;0
GEC;LUFTHANSA CARGO AG;ESTRANGEIRA;2020;4;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SAEZ;EZEIZA, BUENOS AIRES PROVINCE;;;ARGENTINA;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;0;0;0;0;0;0;0;259687;122658;0;3444;2;119634000;0;3025550;0;150806;5,55;0
GEC;LUFTHANSA CARGO AG;ESTRANGEIRA;2020;4;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SBKP;CAMPINAS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;NÃO REGULAR;0;0;0;0;0;;;;;;;;;;;;;;0
GEC;LUFTHANSA CARGO AG;ESTRANGEIRA;2020;4;SBKP;CAMPINAS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;EDDF;FRANKFURT AM MAIN;;;ALEMANHA;EUROPA;INTERNACIONAL;NÃO REGULAR;0;0;0;0;0;0;0;1708680;115928;0;0;0;98723200;0;17206300;0;0;0;0
GEC;LUFTHANSA CARGO AG;ESTRANGEIRA;2020;4;SBKP;CAMPINAS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;EDDF;FRANKFURT AM MAIN;;;ALEMANHA;EUROPA;INTERNACIONAL;REGULAR;0;0;526582;0;454;0;0;824609;107869;0;9793;1;107870000;0;0;0;84204;13,867;0
GEC;LUFTHANSA CARGO AG;ESTRANGEIRA;2020;4;SBKP;CAMPINAS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;GOBD;DAKAR;;;SENEGAL;ÁFRICA;INTERNACIONAL;NÃO REGULAR;0;0;0;0;0;0;0;475829;29009;0;0;0;29009400;0;0;0;0;0;0
GEC;LUFTHANSA CARGO AG;ESTRANGEIRA;2020;4;SBKP;CAMPINAS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;GOBD;DAKAR;;;SENEGAL;ÁFRICA;INTERNACIONAL;REGULAR;0;0;105517;0;0;0;0;5030200;3615430;0;58476;11;3585440000;0;29992900;0;946239;69,801;0
GEC;LUFTHANSA CARGO AG;ESTRANGEIRA;2020;4;SBKP;CAMPINAS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SAEZ;EZEIZA, BUENOS AIRES PROVINCE;;;ARGENTINA;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;0;0;9160;0;0;;;;;;;;;;;;;;0
GEC;LUFTHANSA CARGO AG;ESTRANGEIRA;2020;4;SBKP;CAMPINAS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SBCT;SÃO JOSÉ DOS PINHAIS;PR;SUL;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;0;0;0;0;0;0;0;142390;30242;0;2792;8;21218500;0;9028630;0;408003;5,899;0
GEC;LUFTHANSA CARGO AG;ESTRANGEIRA;2020;4;SBKP;CAMPINAS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;0;0;0;0;0;0;0;5201;3702;0;83;1;3702460;0;0;0;62669;0,617;0
GEC;LUFTHANSA CARGO AG;ESTRANGEIRA;2020;4;SBKP;CAMPINAS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SBKP;CAMPINAS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;NÃO REGULAR;0;0;0;0;0;;;;;;;;;;;;;;0
GEC;LUFTHANSA CARGO AG;ESTRANGEIRA;2020;4;SBKP;CAMPINAS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SBKP;CAMPINAS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;0;0;0;0;0;;;;;;;;;;;;;;0
GEC;LUFTHANSA CARGO AG;ESTRANGEIRA;2020;4;SBKP;CAMPINAS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SBSG;SÃO GONÇALO DO AMARANTE;RN;NORDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;0;0;0;0;0;0;0;1380840;415258;0;18360;8;305100000;0;110162000;0;601676;23,749;0
GEC;LUFTHANSA CARGO AG;ESTRANGEIRA;2020;4;SBKP;CAMPINAS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SUMU;MONTEVIDEO, MONTEVIDEO;;;URUGUAI;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;0;0;25044;0;0;0;0;1033310;584084;0;14157;9;579547000;0;4541250;0;656907;21,4;0
GEC;LUFTHANSA CARGO AG;ESTRANGEIRA;2020;4;SBSG;SÃO GONÇALO DO AMARANTE;RN;NORDESTE;BRASIL;AMÉRICA DO SUL;EDDF;FRANKFURT AM MAIN;;;ALEMANHA;EUROPA;INTERNACIONAL;REGULAR;0;0;478964;0;0;;;;;;;;;;;;;;0
GEC;LUFTHANSA CARGO AG;ESTRANGEIRA;2020;4;SBSG;SÃO GONÇALO DO AMARANTE;RN;NORDESTE;BRASIL;AMÉRICA DO SUL;GOBD;DAKAR;;;SENEGAL;ÁFRICA;INTERNACIONAL;REGULAR;0;0;0;0;0;0;0;2216140;2005450;0;24312;8;1859580000;0;145875000;0;729236;30,767;0
GEC;LUFTHANSA CARGO AG;ESTRANGEIRA;2020;4;SUMU;MONTEVIDEO, MONTEVIDEO;;;URUGUAI;AMÉRICA DO SUL;EDDF;FRANKFURT AM MAIN;;;ALEMANHA;EUROPA;INTERNACIONAL;NÃO REGULAR;0;0;34649;0;721;;;;;;;;;;;;;;0
GEC;LUFTHANSA CARGO AG;ESTRANGEIRA;2020;4;SUMU;MONTEVIDEO, MONTEVIDEO;;;URUGUAI;AMÉRICA DO SUL;EDDF;FRANKFURT AM MAIN;;;ALEMANHA;EUROPA;INTERNACIONAL;REGULAR;0;0;11015;0;0;;;;;;;;;;;;;;0
GEC;LUFTHANSA CARGO AG;ESTRANGEIRA;2020;4;SUMU;MONTEVIDEO, MONTEVIDEO;;;URUGUAI;AMÉRICA DO SUL;GOBD;DAKAR;;;SENEGAL;ÁFRICA;INTERNACIONAL;NÃO REGULAR;0;0;43;0;0;;;;;;;;;;;;;;0
GEC;LUFTHANSA CARGO AG;ESTRANGEIRA;2020;4;SUMU;MONTEVIDEO, MONTEVIDEO;;;URUGUAI;AMÉRICA DO SUL;SAEZ;EZEIZA, BUENOS AIRES PROVINCE;;;ARGENTINA;AMÉRICA DO SUL;INTERNACIONAL;NÃO REGULAR;0;0;690;0;2;0;0;70652;6771;0;0;0;6661840;0;111981;0;0;0;0
GEC;LUFTHANSA CARGO AG;ESTRANGEIRA;2020;4;SUMU;MONTEVIDEO, MONTEVIDEO;;;URUGUAI;AMÉRICA DO SUL;SAEZ;EZEIZA, BUENOS AIRES PROVINCE;;;ARGENTINA;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;0;0;817;0;2;0;0;128591;67864;0;2061;9;67348200;0;520059;0;561553;7,184;0
GEC;LUFTHANSA CARGO AG;ESTRANGEIRA;2020;4;SUMU;MONTEVIDEO, MONTEVIDEO;;;URUGUAI;AMÉRICA DO SUL;SBKP;CAMPINAS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;NÃO REGULAR;0;0;10941;0;0;;;;;;;;;;;;;;0
GEC;LUFTHANSA CARGO AG;ESTRANGEIRA;2020;4;SUMU;MONTEVIDEO, MONTEVIDEO;;;URUGUAI;AMÉRICA DO SUL;SBKP;CAMPINAS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;0;0;1755;0;0;;;;;;;;;;;;;;0
GEC;LUFTHANSA CARGO AG;ESTRANGEIRA;2020;5;EDDF;FRANKFURT AM MAIN;;;ALEMANHA;EUROPA;EDDF;FRANKFURT AM MAIN;;;ALEMANHA;EUROPA;INTERNACIONAL;NÃO REGULAR;0;0;0;0;0;;;;;;;;;;;;;;0
GEC;LUFTHANSA CARGO AG;ESTRANGEIRA;2020;5;EDDF;FRANKFURT AM MAIN;;;ALEMANHA;EUROPA;GOBD;DAKAR;;;SENEGAL;ÁFRICA;INTERNACIONAL;REGULAR;0;0;15231;0;3251;0;0;8530860;6176850;0;100386;22;5819050000;0;357812000;0;1869580;131,967;0
GEC;LUFTHANSA CARGO AG;ESTRANGEIRA;2020;5;EDDF;FRANKFURT AM MAIN;;;ALEMANHA;EUROPA;SAEZ;EZEIZA, BUENOS AIRES PROVINCE;;;ARGENTINA;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;0;0;310417;0;12256;;;;;;;;;;;;;;0
GEC;LUFTHANSA CARGO AG;ESTRANGEIRA;2020;5;EDDF;FRANKFURT AM MAIN;;;ALEMANHA;EUROPA;SBCT;SÃO JOSÉ DOS PINHAIS;PR;SUL;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;0;0;106659;0;49013;;;;;;;;;;;;;;0
GEC;LUFTHANSA CARGO AG;ESTRANGEIRA;2020;5;EDDF;FRANKFURT AM MAIN;;;ALEMANHA;EUROPA;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;0;0;62188;0;633;;;;;;;;;;;;;;0
GEC;LUFTHANSA CARGO AG;ESTRANGEIRA;2020;5;EDDF;FRANKFURT AM MAIN;;;ALEMANHA;EUROPA;SBKP;CAMPINAS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;NÃO REGULAR;0;0;41983;0;0;;;;;;;;;;;;;;0
GEC;LUFTHANSA CARGO AG;ESTRANGEIRA;2020;5;EDDF;FRANKFURT AM MAIN;;;ALEMANHA;EUROPA;SBKP;CAMPINAS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;0;0;650027;0;4258;;;;;;;;;;;;;;0
GEC;LUFTHANSA CARGO AG;ESTRANGEIRA;2020;5;EDDF;FRANKFURT AM MAIN;;;ALEMANHA;EUROPA;SUMU;MONTEVIDEO, MONTEVIDEO;;;URUGUAI;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;0;0;88763;0;9005;;;;;;;;;;;;;;0
GEC;LUFTHANSA CARGO AG;ESTRANGEIRA;2020;5;GOBD;DAKAR;;;SENEGAL;ÁFRICA;EDDF;FRANKFURT AM MAIN;;;ALEMANHA;EUROPA;INTERNACIONAL;NÃO REGULAR;0;0;0;0;0;;;;;;;;;;;;;;0
GEC;LUFTHANSA CARGO AG;ESTRANGEIRA;2020;5;GOBD;DAKAR;;;SENEGAL;ÁFRICA;EDDF;FRANKFURT AM MAIN;;;ALEMANHA;EUROPA;INTERNACIONAL;REGULAR;0;0;66051;0;5210;0;0;8656610;6776760;0;95823;21;6340760000;0;436004000;0;1897130;118,702;0
GEC;LUFTHANSA CARGO AG;ESTRANGEIRA;2020;5;GOBD;DAKAR;;;SENEGAL;ÁFRICA;SAEZ;EZEIZA, BUENOS AIRES PROVINCE;;;ARGENTINA;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;0;0;0;0;0;;;;;;;;;;;;;;0
GEC;LUFTHANSA CARGO AG;ESTRANGEIRA;2020;5;GOBD;DAKAR;;;SENEGAL;ÁFRICA;SBCT;SÃO JOSÉ DOS PINHAIS;PR;SUL;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;0;0;0;0;0;;;;;;;;;;;;;;0
GEC;LUFTHANSA CARGO AG;ESTRANGEIRA;2020;5;GOBD;DAKAR;;;SENEGAL;ÁFRICA;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;0;0;0;0;0;0;0;1953260;1186100;0;21232;4;1166410000;0;19687400;0;367985;26,75;0
GEC;LUFTHANSA CARGO AG;ESTRANGEIRA;2020;5;GOBD;DAKAR;;;SENEGAL;ÁFRICA;SBKP;CAMPINAS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;NÃO REGULAR;0;0;0;0;0;;;;;;;;;;;;;;0
GEC;LUFTHANSA CARGO AG;ESTRANGEIRA;2020;5;GOBD;DAKAR;;;SENEGAL;ÁFRICA;SBKP;CAMPINAS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;0;0;0;0;0;0;0;8827940;5910040;0;95688;18;5530190000;0;379860000;0;1660640;117,733;0
GEC;LUFTHANSA CARGO AG;ESTRANGEIRA;2020;5;GOBD;DAKAR;;;SENEGAL;ÁFRICA;SUMU;MONTEVIDEO, MONTEVIDEO;;;URUGUAI;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;0;0;0;0;0;;;;;;;;;;;;;;0
GEC;LUFTHANSA CARGO AG;ESTRANGEIRA;2020;5;SAEZ;EZEIZA, BUENOS AIRES PROVINCE;;;ARGENTINA;AMÉRICA DO SUL;EDDF;FRANKFURT AM MAIN;;;ALEMANHA;EUROPA;INTERNACIONAL;NÃO REGULAR;0;0;9808;0;866;;;;;;;;;;;;;;0
GEC;LUFTHANSA CARGO AG;ESTRANGEIRA;2020;5;SAEZ;EZEIZA, BUENOS AIRES PROVINCE;;;ARGENTINA;AMÉRICA DO SUL;EDDF;FRANKFURT AM MAIN;;;ALEMANHA;EUROPA;INTERNACIONAL;REGULAR;0;0;243505;0;24638;;;;;;;;;;;;;;0
GEC;LUFTHANSA CARGO AG;ESTRANGEIRA;2020;5;SAEZ;EZEIZA, BUENOS AIRES PROVINCE;;;ARGENTINA;AMÉRICA DO SUL;GOBD;DAKAR;;;SENEGAL;ÁFRICA;INTERNACIONAL;REGULAR;0;0;0;0;0;;;;;;;;;;;;;;0
GEC;LUFTHANSA CARGO AG;ESTRANGEIRA;2020;5;SAEZ;EZEIZA, BUENOS AIRES PROVINCE;;;ARGENTINA;AMÉRICA DO SUL;SBKP;CAMPINAS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;NÃO REGULAR;0;0;309;0;0;0;0;1016910;178021;0;0;0;165213000;0;12812300;0;0;0;0
GEC;LUFTHANSA CARGO AG;ESTRANGEIRA;2020;5;SAEZ;EZEIZA, BUENOS AIRES PROVINCE;;;ARGENTINA;AMÉRICA DO SUL;SBKP;CAMPINAS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;0;0;1842;0;0;0;0;1414460;570616;0;18887;11;524025000;0;46594200;0;823802;26,017;0
GEC;LUFTHANSA CARGO AG;ESTRANGEIRA;2020;5;SAEZ;EZEIZA, BUENOS AIRES PROVINCE;;;ARGENTINA;AMÉRICA DO SUL;SUMU;MONTEVIDEO, MONTEVIDEO;;;URUGUAI;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;0;0;1994;0;0;0;0;13908;5605;0;229;1;5300890;0;305028;0;60734;0,667;0
GEC;LUFTHANSA CARGO AG;ESTRANGEIRA;2020;5;SBCT;SÃO JOSÉ DOS PINHAIS;PR;SUL;BRASIL;AMÉRICA DO SUL;EDDF;FRANKFURT AM MAIN;;;ALEMANHA;EUROPA;INTERNACIONAL;REGULAR;0;0;12728;0;60035;;;;;;;;;;;;;;0
GEC;LUFTHANSA CARGO AG;ESTRANGEIRA;2020;5;SBCT;SÃO JOSÉ DOS PINHAIS;PR;SUL;BRASIL;AMÉRICA DO SUL;GOBD;DAKAR;;;SENEGAL;ÁFRICA;INTERNACIONAL;REGULAR;0;0;0;0;0;;;;;;;;;;;;;;0
GEC;LUFTHANSA CARGO AG;ESTRANGEIRA;2020;5;SBCT;SÃO JOSÉ DOS PINHAIS;PR;SUL;BRASIL;AMÉRICA DO SUL;SBKP;CAMPINAS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;0;0;0;0;0;0;0;225341;25391;0;3141;9;4442070;0;20952200;0;645686;7,417;0
GEC;LUFTHANSA CARGO AG;ESTRANGEIRA;2020;5;SBCT;SÃO JOSÉ DOS PINHAIS;PR;SUL;BRASIL;AMÉRICA DO SUL;SBSG;SÃO GONÇALO DO AMARANTE;RN;NORDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;0;0;0;0;0;;;;;;;;;;;;;;0
GEC;LUFTHANSA CARGO AG;ESTRANGEIRA;2020;5;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;EDDF;FRANKFURT AM MAIN;;;ALEMANHA;EUROPA;INTERNACIONAL;NÃO REGULAR;0;0;47826;0;8089;;;;;;;;;;;;;;0
GEC;LUFTHANSA CARGO AG;ESTRANGEIRA;2020;5;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;GOBD;DAKAR;;;SENEGAL;ÁFRICA;INTERNACIONAL;NÃO REGULAR;0;0;0;0;0;;;;;;;;;;;;;;0
GEC;LUFTHANSA CARGO AG;ESTRANGEIRA;2020;5;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SAEZ;EZEIZA, BUENOS AIRES PROVINCE;;;ARGENTINA;AMÉRICA DO SUL;INTERNACIONAL;NÃO REGULAR;0;0;923;0;0;0;0;268521;52888;0;0;0;50260000;0;2629490;0;0;0;0
GEC;LUFTHANSA CARGO AG;ESTRANGEIRA;2020;5;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SAEZ;EZEIZA, BUENOS AIRES PROVINCE;;;ARGENTINA;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;0;0;7283;0;0;0;0;535394;334137;0;6888;4;317542000;0;16596600;0;310915;10,95;0
GEC;LUFTHANSA CARGO AG;ESTRANGEIRA;2020;5;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SBKP;CAMPINAS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;NÃO REGULAR;0;0;0;0;0;;;;;;;;;;;;;;0
GEC;LUFTHANSA CARGO AG;ESTRANGEIRA;2020;5;SBKP;CAMPINAS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;EDDF;FRANKFURT AM MAIN;;;ALEMANHA;EUROPA;INTERNACIONAL;NÃO REGULAR;0;0;0;0;0;0;0;6030310;660093;0;0;0;578541000;0;81556100;0;0;0;0
GEC;LUFTHANSA CARGO AG;ESTRANGEIRA;2020;5;SBKP;CAMPINAS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;EDDF;FRANKFURT AM MAIN;;;ALEMANHA;EUROPA;INTERNACIONAL;REGULAR;0;0;527102;0;1992;;;;;;;;;;;;;;0
GEC;LUFTHANSA CARGO AG;ESTRANGEIRA;2020;5;SBKP;CAMPINAS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;GOBD;DAKAR;;;SENEGAL;ÁFRICA;INTERNACIONAL;REGULAR;0;0;103068;0;0;0;0;5192110;4192900;0;63792;12;4031790000;0;161112000;0;976696;75,233;0
GEC;LUFTHANSA CARGO AG;ESTRANGEIRA;2020;5;SBKP;CAMPINAS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SAEZ;EZEIZA, BUENOS AIRES PROVINCE;;;ARGENTINA;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;0;0;43345;0;0;0;0;124899;51000;0;1717;1;49968100;0;1031920;0;72743;2,7;0
GEC;LUFTHANSA CARGO AG;ESTRANGEIRA;2020;5;SBKP;CAMPINAS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SBCT;SÃO JOSÉ DOS PINHAIS;PR;SUL;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;0;0;0;0;0;0;0;184120;54325;0;3141;9;37224000;0;17105500;0;527578;7,384;0
GEC;LUFTHANSA CARGO AG;ESTRANGEIRA;2020;5;SBKP;CAMPINAS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SBKP;CAMPINAS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;NÃO REGULAR;0;0;0;0;0;;;;;;;;;;;;;;0
GEC;LUFTHANSA CARGO AG;ESTRANGEIRA;2020;5;SBKP;CAMPINAS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SBSG;SÃO GONÇALO DO AMARANTE;RN;NORDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;0;0;0;0;0;0;0;1622870;590934;0;20655;9;453159000;0;137780000;0;707135;26,999;0
GEC;LUFTHANSA CARGO AG;ESTRANGEIRA;2020;5;SBKP;CAMPINAS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SUMU;MONTEVIDEO, MONTEVIDEO;;;URUGUAI;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;0;0;29314;0;0;0;0;915212;542281;0;12584;8;514626000;0;27659600;0;581828;18,951;0
GEC;LUFTHANSA CARGO AG;ESTRANGEIRA;2020;5;SBSG;SÃO GONÇALO DO AMARANTE;RN;NORDESTE;BRASIL;AMÉRICA DO SUL;EDDF;FRANKFURT AM MAIN;;;ALEMANHA;EUROPA;INTERNACIONAL;REGULAR;0;0;470740;0;0;;;;;;;;;;;;;;0
GEC;LUFTHANSA CARGO AG;ESTRANGEIRA;2020;5;SBSG;SÃO GONÇALO DO AMARANTE;RN;NORDESTE;BRASIL;AMÉRICA DO SUL;GOBD;DAKAR;;;SENEGAL;ÁFRICA;INTERNACIONAL;REGULAR;0;0;0;0;0;0;0;2484780;2213090;0;27351;9;2030640000;0;182446000;0;817631;34,982;0
GEC;LUFTHANSA CARGO AG;ESTRANGEIRA;2020;5;SUMU;MONTEVIDEO, MONTEVIDEO;;;URUGUAI;AMÉRICA DO SUL;EDDF;FRANKFURT AM MAIN;;;ALEMANHA;EUROPA;INTERNACIONAL;NÃO REGULAR;0;0;54200;0;1872;;;;;;;;;;;;;;0
